Długość Geograficzna;Szerokość Geograficzna;ID Słupka;Typ Przystanku
17.02169309;51.13950300;23113;3
17.11683720;51.14574363;29100;3
16.94674662;51.11642391;12133;3
16.99616962;51.09844161;11406;03
17.09573702;51.10306382;24525;3
17.03975428;51.14385496;23167;3
17.00376531;51.09341207;11523;3
16.87242207;51.14465926;18202;0
17.05370773;51.07060584;26101;3
17.01259791;51.11303373;10503;3
16.89138750;51.15649295;18128;3
17.02161539;51.10435569;10244;0
16.96790892;51.12158048;12516;3
16.98734081;51.14507167;23311;3
17.01078156;51.09442356;11511;3
17.03509212;51.09724458;21122;3
17.08728567;51.05891295;25309;3
16.96886864;51.07622340;17107;3
16.83774389;51.17146009;18357;3
16.95747725;51.07966645;17126;3
17.08914076;51.07275512;25115;3
16.98712644;51.14432784;23306;3
17.06094560;51.09257429;25101;3
17.02257986;51.10483121;10243;0
16.90522914;51.16084082;18704;3
16.84766226;51.13028535;18330;3
17.02254402;51.10416314;10271;0
16.86956158;51.12095335;17715;3
17.00580891;51.09621770;11513;3
17.12046583;51.15616008;29503;3
16.96079922;51.11245661;12109;3
17.05737577;51.13832129;23738;3
16.94674568;51.14822740;18515;3
17.13636151;51.15378718;29109;3
16.86314011;51.12044673;17718;3
16.88600906;51.12410882;17712;3
17.03990956;51.10891570;10121;3
16.97780357;51.09456981;11711;3
16.97322236;51.09511263;11714;3
17.03653188;51.12864987;20618;0
16.94957549;51.10753140;17313;3
17.01122724;51.13448960;23006;03
17.03726350;51.09964618;20267;0
16.87663946;51.12084476;17714;3
17.04441635;51.10004154;20317;3
16.99292075;51.15127614;23315;3
16.98746677;51.12389404;12203;0
16.85941442;51.15501753;18355;3
17.09129425;51.09211699;25506;3
17.03660109;51.14198501;23161;3
17.03189321;51.10568515;10055;0
17.02762641;51.12671391;10706;3
17.01391218;51.10525798;10384;3
17.09087037;51.10376025;24524;3
17.05107323;51.11611805;20831;0
17.04418633;51.11729729;20904;3
17.05440170;51.08305751;21016;0
17.07698320;51.08204573;25010;0
17.03407404;51.08342441;21178;3
17.04171255;51.11666311;20622;0
16.94853359;51.13683361;12412;0
17.03675168;51.14228770;23162;3
16.96215449;51.12246204;12517;3
16.97552321;51.08763746;11612;0
17.03585352;51.11263198;10013;0
17.04307116;51.15069907;23165;3
17.03224953;51.05428452;26308;3
17.01942397;51.05235180;26344;3
16.99361834;51.12129299;12202;0
17.03231779;51.10412647;10335;3
17.14270608;51.14542836;29928;3
16.87663190;51.12098927;17713;3
16.97791464;51.19284532;23514;3
17.02986740;51.14730363;23127;3
17.04134956;51.12362685;20665;03
17.10271750;51.10278658;24534;3
17.07219405;51.08488582;25007;03
17.01492100;51.07815287;11358;3
17.03913824;51.10005584;20341;3
17.02227192;51.10750719;10256;03
17.04545522;51.10025151;20328;3
17.09700244;51.11382548;24211;0
17.09628152;51.15696048;29517;3
17.01249649;51.09612792;11530;3
17.05147223;51.11715670;20903;3
17.12667101;51.15134349;29114;3
17.05290683;51.13744104;23703;3
17.03498376;51.08508639;21105;3
17.09111971;51.11366915;24210;0
16.89668822;51.16363483;18707;3
16.96488391;51.13773557;12705;3
17.01418454;51.08819750;11208;0
16.86660795;51.14535618;18312;3
17.00081257;51.07202325;16501;3
17.01396140;51.11558682;10512;3
16.99331873;51.09036896;11651;0
17.02063499;51.09365152;11204;0
17.00894872;51.06847910;16525;3
17.09019787;51.07639384;25141;3
17.04056468;51.10733730;30111;3
16.97835280;51.09412628;11712;3
17.04345676;51.12154855;20626;03
17.03054770;51.12288046;20682;0
17.06237296;51.07990017;21149;3
16.98675365;51.06533765;16531;3
17.09510320;51.13938593;24136;3
17.08400560;51.07727815;25014;0
17.09696466;51.10298922;24526;3
17.00669989;51.07438482;11312;3
16.95051131;51.09705870;17315;3
17.02647574;51.10940828;10108;3
16.95307573;51.11952699;12144;3
17.11741143;51.14819287;29115;3
16.97946312;51.09514284;11707;3
17.12095571;51.14677636;29132;3
17.03722631;51.13430261;23181;3
16.87851060;51.16316758;18736;3
17.06511141;51.10971261;20818;0
17.06586816;51.13199305;24144;3
16.96299853;51.12678746;12539;3
17.04421300;51.15648939;23554;3
17.13457317;51.09080888;25514;3
16.89051112;51.16792223;18722;3
17.04487697;51.08626993;21143;3
16.97287923;51.09529513;11713;3
16.96895221;51.06968052;17115;3
17.01564465;51.09696107;11532;3
16.89076861;51.11093721;17512;3
16.99666028;51.06922277;16503;3
16.99213215;51.09033769;11744;3
16.97195270;51.08415099;11734;3
16.94403119;51.10176330;17300;3
16.89771636;51.13787570;18147;3
16.94730978;51.15277053;18524;3
17.03239881;51.06583190;26304;3
16.96770378;51.08120126;17101;3
17.09846129;51.11377084;24323;3
16.98534539;51.09596955;11703;3
16.89891827;51.14284638;18105;3
17.12469012;51.16201253;29509;3
16.97216500;51.08431990;11614;0
16.90608308;51.19174027;18716;3
16.85387079;51.12924421;18324;3
17.06010108;51.11578409;20805;03
16.87816700;51.17785736;18725;3
16.98389947;51.06388182;16702;3
17.05646867;51.13550330;23702;3
17.06749904;51.11363376;20826;03
17.05291232;51.07230328;21135;3
16.84811764;51.13256090;18319;3
16.95013945;51.12330217;12903;3
16.94625051;51.10348246;17302;3
17.01752429;51.11370601;10532;3
17.04955305;51.10863733;20292;0
17.01367324;51.07261838;11241;0
17.02673180;51.08976799;11341;3
16.96540233;51.13905910;12607;0
16.86637819;51.14330572;18389;3
17.00993332;51.09358874;11521;3
17.00670969;51.08797899;11451;0
17.03975323;51.10740167;10111;3
16.89859872;51.16683322;18710;3
17.02362547;51.08431604;11362;3
16.88805774;51.11127473;17513;3
16.97639315;51.06236524;16706;3
16.91215217;51.17352975;18718;3
17.03473242;51.09730552;21120;3
17.03040244;51.05064197;26309;3
17.02321912;51.17576127;23529;3
17.03740190;51.10428012;10221;03
17.10379131;51.11377165;24213;0
16.93351713;51.15755617;18507;3
17.04840295;51.08491312;21011;0
17.03998645;51.09178124;21007;03
17.02566255;51.11698985;10555;3
17.05003487;51.11331718;20812;0
17.05257538;51.12268084;20722;3
17.05331733;51.10060367;20203;03
17.03189460;51.10738093;10002;0
16.99714520;51.16892661;23508;3
16.98892203;51.14840428;23312;3
17.02901762;51.09764730;11332;3
16.97864057;51.06439067;16703;3
16.96724880;51.13060688;12406;0
17.00302028;51.11128152;10546;3
17.08605899;51.11691447;24205;0
17.11846677;51.15003331;29106;3
17.03161103;51.09203383;21126;3
16.87346308;51.15543246;18373;3
17.02568208;51.08445774;11374;3
17.01240251;51.17558777;23533;3
17.05548910;51.09728078;20326;3
16.89340009;51.13893649;18146;3
17.05657091;51.09625391;20206;03
16.94763157;51.15305201;18523;3
17.01055622;51.06671770;26326;3
17.06823853;51.09723133;25502;3
17.02451640;51.09216005;11333;3
17.08816611;51.13184919;24011;0
17.05740455;51.11947637;20852;03
16.94011137;51.15293053;18505;3
17.03533345;51.12029020;20613;03
16.93899342;51.15490004;18517;3
16.88863062;51.11176520;17515;3
17.03323230;51.09518419;21033;03
17.02550516;51.11752537;10649;0
17.09846397;51.10642819;24514;3
16.90899382;51.12612060;17708;3
17.02144329;51.10729913;10274;0
17.05048962;51.08291661;21013;0
16.99494618;51.12047966;12300;3
16.87860037;51.17746147;18726;3
17.02635152;51.13316389;23001;03
17.02539105;51.09780921;11201;0
17.07833767;51.13058526;24132;3
17.03376462;51.09409024;21004;03
17.01074357;51.07262001;11368;3
17.05485837;51.12800133;20724;3
17.03107522;51.14420506;23018;0
17.08001002;51.08015951;25011;0
17.01559688;51.17767644;23519;3
17.09931760;51.15692694;29519;3
16.94818894;51.13668835;12532;3
16.92138879;51.13977492;18004;0
17.10706554;51.09340199;25508;3
17.03423151;51.07839616;21108;3
17.07506203;51.13794923;24103;3
16.98093922;51.09470298;11606;0
17.04372305;51.12167038;20625;03
17.00945618;51.06439694;26327;3
16.86663735;51.14943623;18354;3
17.10165475;51.12895884;24120;3
17.00862040;51.09505331;11512;3
17.05996513;51.11162272;20820;03
16.99968964;51.08952194;11554;3
17.09241238;51.07606087;25146;3
17.09315923;51.05321184;25319;3
17.00336693;51.16219630;23503;3
17.10515942;51.10647275;24515;3
16.86044908;51.15001330;18306;3
16.91170779;51.12576942;17735;3
17.05538489;51.11021212;20822;03
17.02507515;51.14123864;23116;3
17.00601881;51.07185778;16519;3
16.92685948;51.12119173;17726;3
17.09328259;51.14178277;24107;3
17.01500657;51.07431824;11366;3
17.03999779;51.14422121;23168;3
16.98641641;51.09225858;11724;3
17.05022000;51.10852214;20301;3
17.00895544;51.10911360;10544;3
17.10467088;51.15433703;29515;3
16.88903391;51.14328049;18142;3
16.91425948;51.12608325;17729;3
17.11315605;51.16935747;29551;3
17.10639726;51.16554378;29535;3
17.02754049;51.13304740;23002;03
17.12227612;51.11346113;24705;3
17.03238677;51.11375617;10015;03
16.96527395;51.13899898;12608;0
16.97757738;51.07649816;17125;3
17.03870108;51.10852890;10021;03
16.97212113;51.12932556;12403;0
17.04602267;51.12446167;20635;0
16.84667105;51.12997925;18331;3
17.12150619;51.15966415;29506;3
17.02472382;51.11624383;10652;0
16.99850862;51.06085695;26320;3
17.10389412;51.11428508;24214;0
16.88135830;51.16512921;18734;3
16.97302313;51.12016717;12530;3
17.11618549;51.11419978;24703;3
17.14574035;51.10523266;24720;3
17.03096835;51.12250509;20661;0
17.03257554;51.07152504;26302;3
16.94155278;51.09892531;17304;3
17.06296697;51.14011669;23709;3
17.06393826;51.07859749;21152;3
16.87639269;51.14632714;18122;3
16.95033009;51.14350037;18402;0
17.10726048;51.09335431;25507;3
16.86596485;51.14419425;18391;3
16.86729062;51.14650081;18352;3
16.99859156;51.16594798;23506;3
16.87746502;51.16038314;18376;3
16.90339067;51.17214981;18711;3
17.04834927;51.10422372;20318;3
17.10238142;51.10211137;24505;3
17.03605266;51.08793678;21141;3
16.93099623;51.12245081;17702;3
16.94264083;51.13810893;18112;3
17.03226643;51.06181264;26305;3
16.93628353;51.13811943;18102;3
17.00108848;51.11231448;10413;0
17.02336250;51.10523614;10374;3
17.05187036;51.12232394;20669;03
16.89888582;51.13745743;18148;3
17.09126995;51.07090077;25122;3
17.03634282;51.12791701;20718;3
17.02661079;51.05488161;26312;3
16.99669307;51.12604300;12312;3
17.01604357;51.04766333;26346;3
17.07521470;51.14916729;23721;3
16.92093474;51.13992473;18003;0
16.92227467;51.13978493;18104;3
17.05549333;51.11013807;20821;03
16.90762761;51.17442895;18743;3
17.06265171;51.08018469;21020;0
17.05109533;51.11746286;20902;3
17.01001833;51.12528857;10517;3
17.05050289;51.07968933;21025;0
17.01571816;51.07393743;11240;0
17.12100930;51.16024874;29531;3
16.94995024;51.12383898;12911;3
16.89906431;51.10501111;17511;3
17.12546922;51.14178404;29321;3
17.07799874;51.12011088;24300;3
17.04833897;51.10488489;20201;0
17.02997429;51.08356422;21176;3
17.13507912;51.09049579;25513;3
16.85652207;51.12023350;17720;3
17.11894802;51.14954430;29116;3
16.95344812;51.14360635;18536;3
17.01195540;51.11277560;10404;0
16.91014068;51.15979716;18701;3
17.00474346;51.06876836;16512;3
17.01942982;51.13378955;23003;0
17.13841951;51.10952888;24710;3
16.99341779;51.12148278;12201;0
16.97483997;51.12255312;12529;3
16.86569238;51.14609501;18341;3
17.01205045;51.06970630;16521;3
17.09232560;51.05115761;25311;3
17.08387718;51.10429048;24504;3
17.10242505;51.10266013;24533;3
16.86689897;51.14303093;18390;3
17.02010903;51.10416467;10377;3
17.01092065;51.12361427;10518;3
17.07818456;51.08137056;25109;3
16.87602438;51.14562830;18121;3
17.12621166;51.16429300;29543;3
16.97284737;51.09572256;11716;3
17.08801326;51.07402037;25116;3
17.03284995;51.09182185;21130;3
16.97286531;51.13300141;12601;0
16.94802237;51.13665143;12531;3
17.09640613;51.10308181;24411;0
17.06020391;51.08367677;21017;0
17.03396739;51.11709299;20612;0
17.05132478;51.11362323;20909;3
16.95255994;51.11137875;12132;3
16.99423155;51.11256664;12102;3
16.95967441;51.11249543;12121;3
16.97047495;51.05623720;16721;3
16.92236630;51.15816022;18530;3
16.97383436;51.07616146;17109;3
17.03993819;51.09193393;21008;03
16.97286656;51.12879129;12502;3
17.06043420;51.11161059;20823;03
17.04302504;51.09819421;20266;0
17.10726011;51.14511350;29101;3
16.95805983;51.11467300;12124;3
17.10579419;51.13315883;24122;3
17.04623809;51.07704717;21028;0
17.01244095;51.10209878;10246;0
17.06938922;51.15276260;23723;3
17.04563743;51.10785646;20302;3
17.10857941;51.15068559;29528;3
17.03668680;51.13634341;23121;3
17.00241579;51.16255855;23504;3
16.90605299;51.14173792;18016;0
17.11553608;51.15060557;29511;3
17.04800132;51.08321632;21174;3
17.01169777;51.15743592;23157;3
17.06364922;51.07813327;21021;0
17.05329449;51.07326549;21136;3
17.13131987;51.13837251;29303;3
16.96665219;51.13667401;12606;0
17.06030348;51.07714638;21159;3
17.00125422;51.09921643;11504;3
16.94127460;51.09886443;17303;3
16.91914727;51.16391627;18513;3
16.98747792;51.12405370;12305;3
16.96573633;51.13119201;12507;3
16.96410836;51.07817452;17103;3
16.88501455;51.12409390;17727;3
17.00666442;51.07527186;11307;3
17.04662154;51.10225480;20262;0
16.99118380;51.09476878;11721;3
16.93836624;51.14673581;18519;3
17.00764649;51.07573943;11308;3
16.96160457;51.12237750;12518;3
16.98512599;51.12982715;12315;3
16.86364103;51.12471209;18326;3
17.03941049;51.11266094;10024;03
17.02934999;51.10803083;10017;0
17.07643687;51.08256797;25108;3
17.09026038;51.11696790;24318;3
16.83735434;51.17156190;18358;3
17.02694812;51.11120324;10005;03
17.03428118;51.09644160;41119;3
16.83302338;51.12327478;18334;3
17.11143505;51.14583174;29104;3
17.12714684;51.11655953;24723;3
17.13567921;51.14296098;29318;3
17.03267540;51.09167159;21160;3
16.94892827;51.10530935;17311;3
17.07947189;51.13161876;24010;0
17.08323144;51.06042990;25316;3
17.00040711;51.13666861;23110;3
17.04201805;51.11940012;20624;03
17.03185662;51.10563583;10053;0
17.09805406;51.12973220;24013;0
16.97261146;51.13269580;12702;3
16.92851914;51.13898109;18132;3
17.00679663;51.08765458;11540;3
17.11354402;51.17299526;29553;3
17.00353097;51.11742620;10510;3
17.07789820;51.10556077;24404;0
17.01432280;51.06771883;16524;3
17.06930279;51.08661610;25135;3
17.03246238;51.05969148;26321;3
17.06927620;51.06412507;26116;3
17.04397819;51.09867145;20370;3
17.02175706;51.17529205;23535;3
17.04320481;51.14910418;23169;3
16.96676952;51.13625531;12704;3
17.02721709;51.11197224;10104;03
17.03685191;51.09722373;20352;3
16.98773894;51.12366598;12204;0
17.00041963;51.08962653;11453;0
16.95496468;51.12986588;12524;3
17.00470361;51.17144576;23517;3
16.99609657;51.15259928;23314;3
17.01806625;51.10858063;10541;3
17.04925293;51.08399136;21146;3
17.08011358;51.06959553;25303;3
16.99466755;51.17312991;23510;3
17.07283232;51.10703992;24501;3
16.97228865;51.08432805;11618;0
16.86630560;51.14587111;18342;3
17.02528013;51.08435772;11233;0
17.12924828;51.15555195;29521;3
17.01452168;51.09653971;11541;3
17.01882654;51.10851106;10542;3
16.95297263;51.11987073;12143;3
16.87893051;51.14950606;18124;3
17.06247149;51.08016153;21150;3
17.04638052;51.10604848;20313;3
16.98421285;51.14781585;23307;3
17.02391701;51.10016749;10367;3
16.88886440;51.14410079;18107;3
17.06469609;51.06512827;26114;3
17.04104209;51.11751339;20906;3
17.10268882;51.10190147;24506;3
17.03338605;51.12439011;20607;0
17.12905109;51.14653012;29312;3
17.12089128;51.15018013;29113;3
16.86625088;51.12056552;17724;3
17.03171004;51.09812538;11320;3
16.88144939;51.14490859;18009;0
16.89489676;51.15402867;18737;3
17.09007458;51.11682539;24317;3
17.00162010;51.07374873;16514;3
16.86468372;51.15171390;18350;3
16.96952346;51.06811337;17119;3
17.06112029;51.09277408;25102;3
17.03671246;51.13401659;23012;0
17.06504860;51.11271349;20925;3
16.92164014;51.15764670;18518;3
16.97599125;51.12784782;12322;3
17.02896675;51.10093905;10234;0
17.03529442;51.08389468;21118;3
17.14098084;51.14400826;29316;3
17.13049347;51.14617784;29311;3
17.12319844;51.14184923;29322;3
17.04623752;51.07704659;21134;3
17.03957331;51.11276876;10023;03
17.00705597;51.05896981;26324;3
17.06477615;51.14166292;23710;3
17.00953891;51.09413048;11535;3
17.07135333;51.14381467;23728;3
17.00565942;51.05968911;26317;3
16.99021439;51.14230816;23303;3
16.84759355;51.13066300;18329;3
17.13676112;51.15414956;29110;3
16.90589198;51.19808296;18717;3
17.03323476;51.12422902;20558;3
16.88379955;51.12362295;17711;3
17.01255153;51.08607102;11351;3
17.05758582;51.13551116;23731;3
17.04199506;51.14702209;23164;3
17.02227718;51.05680034;26341;3
17.03551983;51.09969271;20268;0
16.98670185;51.09138454;11658;0
17.04844659;51.12674064;20632;03
17.00656862;51.07488361;11310;3
17.05294166;51.12191848;20670;03
16.86935503;51.14666145;18371;3
17.03083308;51.12279072;20782;3
17.05774933;51.09668400;20315;3
17.15771110;51.10140926;24716;3
17.02567781;51.14245937;23145;3
16.92800023;51.10980370;17503;3
16.90595745;51.14183972;18114;3
16.96866980;51.08179031;17102;3
17.01767753;51.11370895;10536;3
17.03063782;51.10374948;10232;03
17.12181613;51.11974086;24726;3
16.88278896;51.12319259;17728;3
16.95282316;51.08711509;17111;3
16.95019981;51.10608200;17312;3
16.94496108;51.12119681;12127;3
17.13303339;51.09192753;25519;3
17.03611767;51.09337720;21005;03
17.00753451;51.11772042;10513;3
16.97623109;51.12796320;12402;0
16.86065777;51.12968026;18325;3
17.02140867;51.11121824;10534;3
17.03946697;51.08334362;21172;3
17.01988582;51.13365374;23004;03
16.96602103;51.13011803;12540;3
16.92905866;51.13881871;18018;0
17.05965811;51.08372385;21018;0
16.95297767;51.14377760;18537;3
16.98993508;51.12852062;12313;3
17.05036028;51.11690106;20900;3
16.99465412;51.06674369;16408;03
17.06885171;51.07828269;21156;3
17.03920150;51.10027769;20345;3
16.97142510;51.12940516;12404;0
17.01644372;51.07455746;11378;3
16.99130995;51.09750859;11701;3
16.97098858;51.08399350;11729;3
16.98631833;51.09602762;11704;3
16.98076730;51.09476661;11605;0
17.01465516;51.08873881;11207;0
17.02702921;51.06086322;26336;3
17.03338221;51.09937187;11339;3
16.98048278;51.07678443;17123;3
16.98126206;51.09462766;11706;3
17.05777339;51.13497136;23701;3
17.09101957;51.04770880;25314;3
16.95156781;51.11942073;12138;3
17.09871941;51.11386787;24324;3
17.10791441;51.14544971;29102;3
16.97814172;51.19330454;23513;3
16.87306982;51.15526287;18374;3
17.01793246;51.10895555;10552;3
17.03175984;51.13955500;23023;0
17.07346452;51.10708821;24402;0
17.02628857;51.09955033;11319;3
17.03938397;51.10095620;20343;3
17.02641602;51.08354909;21175;3
16.99955400;51.06761642;16406;03
17.00896044;51.15840948;23502;3
17.02222943;51.11213440;10452;0
17.01882928;51.05183318;26343;3
17.06828287;51.08750139;25005;0
